 ps_partkey |    value    
     448055 |  9232056.00
     150379 |  9230336.36
     294248 |  9228785.65
      94394 |  9228170.26
     151661 |  9227926.90
     440414 |  9227869.11
     263683 |  9227772.75
     438933 |  9226893.60
     672961 |  9226258.29
     284638 |  9225936.00
     796706 |  9224698.38
     715980 |  9224072.00
     367254 |  9223689.44
     684500 |  9223666.95
     688048 |  9220928.64
     465751 |  9220484.83
     291306 |  9218730.95
     640687 |  9218253.60
      26924 |  9218000.00
     592427 |  9214890.22
     472471 |  9214130.88
     561811 |  9212862.24
     779329 |  9212812.20
     436656 |  9212302.31
     708968 |  9212060.44
     446597 |  9211623.85
     441273 |  9211388.92
     385896 |  9210821.52
     624409 |  9210354.12
     556659 |  9210345.20
     156374 |  9210058.68
      46610 |  9209753.00
     270922 |  9207680.32
     132905 |  9207030.60
     248397 |  9206533.18
     147248 |  9205654.95
     488670 |  9205181.76
     618936 |  9204986.16
     233552 |  9203657.32
      82977 |  9203431.90
     554769 |  9201971.42
     275309 |  9201690.54
     788772 |  9201640.41
     112362 |  9201513.56
     330431 |  9198943.52
     125329 |  9198688.50
     306463 |  9198465.88
     339568 |  9197588.40
     224820 |  9197176.90
     212393 |  9195797.50
     359560 |  9194608.86
     637508 |  9193878.92
      23789 |  9192973.50
     615231 |  9192256.83
     760495 |  9192104.50
     773632 |  9191816.89
     277372 |  9191621.54
      47448 |  9190334.16
       4830 |  9189111.25
     536473 |  9186149.38
     270198 |  9184636.32
     773371 |  9184507.37
     675757 |  9184163.71
     733462 |  9184157.45
     573077 |  9183806.58
      64209 |  9183689.50
     417075 |  9183294.61
     675967 |  9182770.74
      55914 |  9182545.54
     206681 |  9182469.76
     799523 |  9179169.00
      54497 |  9179145.43
     720362 |  9178757.33
     335352 |  9178562.46
     776585 |  9178489.60
      13406 |  9178193.57
     555768 |  9178191.66
     294764 |  9177677.79
     284777 |  9177471.24
     540552 |  9176156.88
     385015 |  9175617.90
      59336 |  9175059.34
     412913 |  9174739.37
     345621 |  9174583.99
     562300 |  9174574.96
     214376 |  9174508.72
     451500 |  9174079.50
     161406 |  9173145.52
     289311 |  9172616.18
     711372 |  9170900.12
     265783 |  9170358.75
      94970 |  9170264.04
     708112 |  9170044.68
      59070 |  9170000.64
     359755 |  9169255.99
     791631 |  9169218.75
     446240 |  9168627.56
     733098 |  9168552.79
     132761 |  9167475.30
     357012 |  9167274.01
     370356 |  9165966.30
     201491 |  9165291.40
     753815 |  9163905.10
     634497 |  9162079.87
     119507 |  9161831.25
     432482 |  9161756.49
     517960 |  9161066.88
     773043 |  9159992.52
     155057 |  9158334.22
     243669 |  9158170.70
     747228 |  9156980.12
     381714 |  9155617.59
      99030 |  9154455.66
      69342 |  9153593.16
      56388 |  9153294.42
      82369 |  9153201.75
     719364 |  9152662.40
     375648 |  9152643.60
     749593 |  9152497.20
     781700 |  9152343.78
      43649 |  9152055.85
     582469 |  9151905.97
     301845 |  9151407.12
      33776 |  9150953.38
     193912 |  9150838.29
     799937 |  9149513.22
     561491 |  9148870.80
     607220 |  9148552.96
     450943 |  9147705.64
     715975 |  9147436.76
     227322 |  9147255.92
     736827 |  9146852.10
     657075 |  9146796.74
     594612 |  9146698.20
     406495 |  9146095.76
      56476 |  9144509.44
     259702 |  9144451.14
     692938 |  9144061.34
      83090 |  9143801.31
     569401 |  9143718.76
      39030 |  9142735.78
     614948 |  9142609.35
      74374 |  9142548.30
     725140 |  9141516.98
     227869 |  9141268.50
     298786 |  9139946.76
     299031 |  9135973.20
     296362 |  9131160.74
     645303 |  9130919.86
     464140 |  9130734.61
     535692 |  9130342.89
     361291 |  9130150.38
     535392 |  9129514.00
     439885 |  9126546.00
     682901 |  9126335.26
     441816 |  9126128.97
     763047 |  9125448.75
     578359 |  9125296.20
     358301 |  9124971.52
     332244 |  9123991.61
     261579 |  9123675.54
     553853 |  9123206.20
     222469 |  9122434.73
       9149 |  9121803.90
     315811 |  9121768.46
      56437 |  9121696.00
       8712 |  9121616.36
     585783 |  9121222.32
     292792 |  9119930.29
     304447 |  9119766.32
       9034 |  9117862.50
     699398 |  9116671.68
     618861 |  9116599.14
     784710 |  9115953.06
     687380 |  9114137.70
     624331 |  9113718.12
     166687 |  9113574.36
     794760 |  9109521.96
     719035 |  9107959.08
     541572 |  9107762.88
     325834 |  9106939.46
     187270 |  9106382.08
       8881 |  9105747.66
     538765 |  9105731.84
     147283 |  9105501.15
     743879 |  9105355.72
      29560 |  9105246.15
     175883 |  9104586.47
     417488 |  9104313.96
     302342 |  9102582.58
     248146 |  9101274.00
     571164 |  9100898.84
     411920 |  9100241.12
     546431 |  9100221.02
     224775 |  9098929.24
     702777 |  9098907.99
     362455 |  9097915.16
     618897 |  9097541.28
     135558 |  9097282.28
     151898 |  9096845.81
     486681 |  9095939.22
     571163 |  9094959.55
     143198 |  9094844.20
     301492 |  9094834.24
     521810 |  9093483.21
      25535 |  9091959.57
     538233 |  9091795.90
     348589 |  9091113.57
     217441 |  9088687.44
     667778 |  9087635.92
     176940 |  9086842.84
     219252 |  9086201.81
     360502 |  9085112.80
     534286 |  9084843.60
      54015 |  9084398.94
     633010 |  9083817.57
     465434 |  9083314.95
     208787 |  9082626.30
      93667 |  9082226.01
     699501 |  9081112.28
     268858 |  9079563.46
     798564 |  9078907.23
     127424 |  9076686.54
     430520 |  9076359.41
      66820 |  9076065.92
     503355 |  9075548.23
     389003 |  9074932.35
     409044 |  9074402.10
     616469 |  9074258.66
     405308 |  9073859.06
     102339 |  9073264.63
     105467 |  9072803.44
      38421 |  9072253.47
     241640 |  9071994.10
     432585 |  9071930.18
     473829 |  9071852.30
     379697 |  9071460.96
      34515 |  9071423.14
     434643 |  9071221.78
     227285 |  9070959.03
     558995 |  9070885.34
      62260 |  9070858.00
      13510 |  9070435.00
     247805 |  9069707.89
     641047 |  9068821.06
     507036 |  9068059.78
     783606 |  9067422.56
      81683 |  9067258.47
     740388 |  9066523.95
     601181 |  9065229.59
     724475 |  9065003.38
     311880 |  9064998.80
     467300 |  9064673.28
     207914 |  9064109.11
     525454 |  9064097.70
     595682 |  9063665.00
     683882 |  9063130.37
      74444 |  9062752.40
     380360 |  9062557.17
     742832 |  9062128.12
     201838 |  9061913.75
      65481 |  9061526.28
     594321 |  9061101.12
     697788 |  9060134.40
      70681 |  9059736.54
     263544 |  9059117.83
     477943 |  9055886.93
     501784 |  9055629.44
      11451 |  9054091.13
     420606 |  9053922.62
     790493 |  9051931.90
     520069 |  9051819.00
     346698 |  9051207.10
     661887 |  9050707.35
     196850 |  9050638.50
     145377 |  9050387.04
     170558 |  9050057.10
     694153 |  9049795.30
     167949 |  9049287.60
     417064 |  9047921.92
     126857 |  9047868.48
     229134 |  9047457.81
     557088 |  9046920.96
     761365 |  9046770.32
     216437 |  9046551.75
     257811 |  9044797.58
     181739 |  9044782.92
     223037 |  9044305.76
     621600 |  9044195.44
     173192 |  9043504.80
     141661 |  9042944.85
     462756 |  9041929.72
     587142 |  9041179.40
     345668 |  9037169.12
       9216 |  9035168.45
     461030 |  9031831.68
     736398 |  9030278.40
     201510 |  9030262.55
     142473 |  9029696.80
     560369 |  9029307.04
     666177 |  9028899.72
     736324 |  9028319.45
     298158 |  9024910.83
     265670 |  9024760.98
     708082 |  9023868.87
     648353 |  9023539.77
     176744 |  9022563.77
     535138 |  9022320.32
     603405 |  9022241.60
     750148 |  9021555.41
     696579 |  9021391.80
     278751 |  9021204.90
     313726 |  9020418.13
     339089 |  9019971.88
     489425 |  9019319.63
     535428 |  9018797.25
     670245 |  9017792.46
     671925 |  9017268.36
     729559 |  9017091.80
     743038 |  9016526.98
     206623 |  9016486.07
     118381 |  9015480.32
     269361 |  9014238.40
     551838 |  9014153.04
     515782 |  9013425.15
       2989 |  9013412.04
     601395 |  9013075.20
      51456 |  9012743.46
     560435 |  9012072.30
      55481 |  9011660.80
      58964 |  9010352.31
     243167 |  9010008.00
     202136 |  9009882.48
     115229 |  9007476.60
     161306 |  9007202.82
     592401 |  9006833.06
     615635 |  9006512.84
     125890 |  9006366.60
     360564 |  9003222.15
     213046 |  9002310.46
     799074 |  9001314.39
     367368 |  9000520.55
     505015 |  9000445.74
     246879 |  9000393.75
     224510 |  8999404.35
     725846 |  8998342.80
     218176 |  8998034.36
     436956 |  8995974.10
     207812 |  8995689.51
     790748 |  8994135.26
       7508 |  8993393.92
     398869 |  8993029.87
     761250 |  8992639.93
     112442 |  8992070.40
      16698 |  8991337.95
     134090 |  8990938.52
     444543 |  8990758.48
     527030 |  8990714.88
     232701 |  8989742.08
     421315 |  8989052.82
     116084 |  8985673.76
     546798 |  8984161.62
     694023 |  8982581.52
     115575 |  8980804.00
     601471 |  8980133.87
     489038 |  8979936.00
     368354 |  8979434.60
     376255 |  8978873.92
     617999 |  8978107.13
     417226 |  8976673.20
     560668 |  8976187.72
     427036 |  8975844.28
     449178 |  8975304.64
     428471 |  8975140.26
     236333 |  8974603.48
     450591 |  8974155.62
     733274 |  8974116.02
     250856 |  8973206.10
     721497 |  8972927.56
     380684 |  8972658.50
     563056 |  8972291.91
     260344 |  8971463.78
     176818 |  8970941.40
     465539 |  8970830.18
     324555 |  8970668.40
     460473 |  8970528.57
     630119 |  8970307.73
     491233 |  8969399.40
     713829 |  8968377.60
     356589 |  8968111.72
      76703 |  8966054.40
     716435 |  8966021.00
     419441 |  8965470.36
     631304 |  8964671.64
     444430 |  8964667.74
     691635 |  8964233.44
     421380 |  8963890.30
     458866 |  8963853.71
     787080 |  8962707.10
     469513 |  8962572.74
     486960 |  8961046.89
     650025 |  8959687.98
     634217 |  8959609.89
     578941 |  8958064.13
     192173 |  8957700.09
     605956 |  8956356.11
     497919 |  8955644.49
     600514 |  8954687.24
     639893 |  8953951.10
     178161 |  8953651.28
     228797 |  8952333.76
     319122 |  8950348.62
      14146 |  8949819.63
     298083 |  8948589.43
     548954 |  8948232.85
     257874 |  8947500.45
      37427 |  8946953.08
      78180 |  8946814.80
     142807 |  8946749.68
      62315 |  8946178.40
     178242 |  8945691.09
     324431 |  8945120.52
     263881 |  8944756.02
     481081 |  8943987.64
     484295 |  8943315.80
     185794 |  8941099.86
      69187 |  8941054.14
     310412 |  8940803.34
     518918 |  8940263.20
     601451 |  8940228.74
     178174 |  8939769.80
     731486 |  8938550.49
     291767 |  8937064.50
     196662 |  8936407.50
     553909 |  8936280.00
     365434 |  8936197.02
     509815 |  8935908.63
     206471 |  8932094.86
     195496 |  8931352.04
     590693 |  8930145.87
     487446 |  8929899.36
     199203 |  8929504.16
      91386 |  8929008.83
     783227 |  8928834.42
     547598 |  8928277.38
      24351 |  8927996.48
     270921 |  8927676.48
     441343 |  8927461.90
     659755 |  8926603.80
     417307 |  8926425.96
     339030 |  8926097.39
     293812 |  8925750.48
     607389 |  8925734.66
     603533 |  8925317.85
     130088 |  8924245.82
     219834 |  8924102.26
     139211 |  8924011.96
     228540 |  8922651.08
      31600 |  8922410.70
      11270 |  8922368.78
     430075 |  8922064.20
     603547 |  8919501.48
     640497 |  8918873.04
     106389 |  8918609.39
     560660 |  8918441.64
     279755 |  8917156.07
     654428 |  8916348.14
     389853 |  8915939.68
     513249 |  8915433.75
     781442 |  8914543.44
     285910 |  8914238.52
     134915 |  8912878.08
     639793 |  8912824.00
     581615 |  8912821.73
     148027 |  8912199.03
     244654 |  8911658.39
     458606 |  8911075.32
      54891 |  8910071.70
     531112 |  8908381.30
     380928 |  8908023.58
     124273 |  8907990.65
     457567 |  8907979.62
     280166 |  8907528.39
     162682 |  8907235.65
     115682 |  8905572.00
     368403 |  8903065.29
     259210 |  8902587.18
     667475 |  8902221.02
     108168 |  8902036.00
     775481 |  8901370.95
     545465 |  8900562.86
     528514 |  8900307.84
     727369 |  8900080.12
     214294 |  8899577.75
     498717 |  8898717.00
      22832 |  8898539.34
     254164 |  8896444.88
     282634 |  8896438.30
     315926 |  8895392.10
     732791 |  8895292.92
      24576 |  8895034.75
     627030 |  8894967.49
     438169 |  8894854.50
     392480 |  8894225.12
     564772 |  8893902.93
     150106 |  8893553.13
     243204 |  8893535.52
      75804 |  8892595.04
     241683 |  8892201.60
     667917 |  8891951.17
     309435 |  8891587.73
     719254 |  8891175.46
      70716 |  8889639.12
      22508 |  8889102.24
     303356 |  8888758.80
     459421 |  8888695.00
     473360 |  8888409.84
     485501 |  8888143.42
     186055 |  8887104.00
     347273 |  8886771.86
     434235 |  8885670.03
     348373 |  8885552.14
     613583 |  8885323.59
     143770 |  8884279.35
     180749 |  8883849.50
     698053 |  8883803.74
     569850 |  8882208.09
     389861 |  8882140.05
     510361 |  8882052.00
      25908 |  8881939.68
     421170 |  8880545.16
     101385 |  8878696.20
     268207 |  8878506.00
     717829 |  8878232.97
     539317 |  8877756.52
     562415 |  8877714.40
     238606 |  8877369.84
     493978 |  8877309.75
     643086 |  8876029.80
     479770 |  8875755.00
     334747 |  8875258.80
      96624 |  8875052.40
     657126 |  8874982.72
     193270 |  8874921.06
     606924 |  8873018.28
     528041 |  8872943.31
     105048 |  8872802.01
     747294 |  8872576.09
     390908 |  8872540.38
     600463 |  8871725.85
     408526 |  8871105.68
     635568 |  8867448.59
     248701 |  8866644.24
     429471 |  8866640.67
     109019 |  8866428.76
     756600 |  8865866.79
     752261 |  8863187.34
      45626 |  8863042.88
     738845 |  8862228.69
     180971 |  8862007.20
     373255 |  8860841.50
     221916 |  8859738.79
     342662 |  8858594.64
     256063 |  8858143.80
     756748 |  8857815.98
     314416 |  8856534.54
     205648 |  8855009.31
     509699 |  8854719.93
     164198 |  8853379.86
     430609 |  8852625.76
     468646 |  8852181.98
     767857 |  8851682.40
     316203 |  8851348.20
     333494 |  8850905.28
      43047 |  8850271.20
     674195 |  8850012.92
     726975 |  8848282.26
     718259 |  8847923.38
     163449 |  8846335.36
      34363 |  8845992.60
     792520 |  8844982.08
     752482 |  8843784.58
     740686 |  8843670.00
     381121 |  8842606.08
      77395 |  8842331.44
     726546 |  8841736.24
     378763 |  8841630.76
     328907 |  8840987.19
     355646 |  8840604.25
     253714 |  8839667.74
      72943 |  8838686.40
     527888 |  8838064.40
     257608 |  8837416.95
     403325 |  8837100.35
     141565 |  8836631.70
     508464 |  8836153.48
     500115 |  8836142.00
     168133 |  8834833.38
     384745 |  8834612.40
     728232 |  8834532.84
     618833 |  8833911.68
      27333 |  8832595.00
      95922 |  8832103.38
     786961 |  8831216.16
     551556 |  8830816.83
     777487 |  8830476.80
     592669 |  8830180.01
     606328 |  8829956.74
     185367 |  8829791.37
     105386 |  8829534.63
      79870 |  8829204.15
     481341 |  8829113.69
     463913 |  8828965.80
     257351 |  8828901.90
     248753 |  8828270.40
     733591 |  8827635.30
     411670 |  8827234.87
     665099 |  8826897.96
     271616 |  8826249.22
     525375 |  8826240.50
     167071 |  8825978.75
     426669 |  8825841.70
     370631 |  8825738.93
     369279 |  8824998.48
     796390 |  8824626.20
     271918 |  8823976.35
     404131 |  8822441.10
      19755 |  8822106.82
     273966 |  8821945.73
     592897 |  8821735.86
     644325 |  8820919.04
     570665 |  8820837.97
      72296 |  8820020.94
      10380 |  8819937.62
     387820 |  8819756.40
     329890 |  8819168.20
     642925 |  8819052.42
     377804 |  8818058.24
     482191 |  8818039.23
     142140 |  8815536.45
     164646 |  8815470.18
     429737 |  8814549.50
     477723 |  8814421.24
     232781 |  8813934.57
     658137 |  8813900.40
     764680 |  8812462.53
     138618 |  8811646.50
     204509 |  8811413.60
     687333 |  8811141.30
     396668 |  8811048.60
     512977 |  8810590.25
     220755 |  8810488.92
       6274 |  8810161.76
     209817 |  8809852.04
     328617 |  8809849.62
     359424 |  8809602.65
     413406 |  8809122.28
     123123 |  8809016.04
      60493 |  8808991.40
      79894 |  8808938.08
     338155 |  8808565.85
     129689 |  8808476.48
     190410 |  8808348.36
     300191 |  8807008.55
     221288 |  8806878.08
     648050 |  8806778.96
     589356 |  8805348.02
     525596 |  8805015.64
     528333 |  8803880.03
     103972 |  8803820.58
      67379 |  8803630.80
     261639 |  8803358.54
     149775 |  8802715.67
      65243 |  8802172.19
     660738 |  8801572.23
     369803 |  8800306.08
     760050 |  8799421.58
     785672 |  8798783.67
     160076 |  8797894.74
      75718 |  8797131.46
     716984 |  8795655.20
     199849 |  8795038.02
     553851 |  8794853.16
       6267 |  8794523.43
     521427 |  8794094.08
     719837 |  8793774.40
     624740 |  8793656.83
      96552 |  8793500.76
     707502 |  8793460.29
     327045 |  8792724.02
     382810 |  8792421.44
     330933 |  8792361.58
     321160 |  8791116.98
     242845 |  8790994.80
      12977 |  8790183.84
     533508 |  8789165.10
       6883 |  8789088.83
      79110 |  8788695.30
     599164 |  8788500.63
     641199 |  8788034.74
      68761 |  8786888.44
        278 |  8786581.44
     694415 |  8785151.98
     481921 |  8784288.93
     246075 |  8783275.32
      96138 |  8783011.80
     510478 |  8782632.99
     522129 |  8782330.76
     356632 |  8781061.79
      57747 |  8779696.26
     591546 |  8779028.70
     282755 |  8778124.81
     101590 |  8776759.76
     202424 |  8776392.24
     436383 |  8776098.07
     375334 |  8776056.57
     213111 |  8775617.40
     267369 |  8775379.76
     457555 |  8774723.76
     174454 |  8774592.78
     249791 |  8773597.53
     167478 |  8773505.00
     410175 |  8772581.57
     796147 |  8772172.88
      76823 |  8772001.29
     593708 |  8771791.75
      35375 |  8771779.20
     659419 |  8771675.40
     110823 |  8771597.52
     568286 |  8771459.13
     422911 |  8770488.02
      65324 |  8770001.95
     594151 |  8769500.10
     265986 |  8768986.20
     785988 |  8768887.28
     689163 |  8768022.83
     110684 |  8767805.24
     715390 |  8764616.70
     219688 |  8763716.62
     163266 |  8763329.25
     306983 |  8763312.09
     386863 |  8762570.96
      25418 |  8761668.56
     680495 |  8761581.75
     605975 |  8759998.62
     631145 |  8756678.37
     784070 |  8756261.12
     658149 |  8756109.71
     280254 |  8755969.80
      60670 |  8755215.04
     341711 |  8755161.60
     343371 |  8754533.24
     663082 |  8754195.27
     530088 |  8753092.74
     381433 |  8752806.83
     360459 |  8752734.37
     661114 |  8750703.25
     514936 |  8750499.12
     411298 |  8750478.80
     500237 |  8750236.70
     330807 |  8749616.28
     583345 |  8748795.35
      44362 |  8748525.06
     658759 |  8747655.81
     190481 |  8747129.00
     121513 |  8746718.40
     336002 |  8746105.18
     719218 |  8745830.52
     509410 |  8745341.67
     294042 |  8745169.84
     325276 |  8743648.00
      30961 |  8743416.92
     316472 |  8742297.60
     255471 |  8742091.05
     262428 |  8740204.59
     112309 |  8739548.66
     779912 |  8738856.96
     420844 |  8738855.04
     155141 |  8738660.88
      82813 |  8737661.40
     530913 |  8737224.78
     334888 |  8736793.30
     216809 |  8736355.44
     791055 |  8735808.00
      28624 |  8735657.04
      37115 |  8734879.62
     140376 |  8734500.93
     540182 |  8734275.30
     476655 |  8732650.21
     700518 |  8732445.59
      10493 |  8731764.40
      29189 |  8731684.32
     584742 |  8731013.76
     615922 |  8730106.01
     537272 |  8729219.52
     167655 |  8729018.01
      94207 |  8728180.58
     753229 |  8728058.21
     334968 |  8727481.56
      71072 |  8725524.66
     347753 |  8725421.98
      31306 |  8724451.12
     397507 |  8723619.90
     323108 |  8723470.80
     271340 |  8723266.58
     727908 |  8723176.80
     619688 |  8722787.04
      58136 |  8722738.63
     289929 |  8722236.32
     640897 |  8722015.50
     249495 |  8721965.32
     562441 |  8721872.26
      10151 |  8721672.55
     717583 |  8721193.04
     668089 |  8720939.77
     727126 |  8720381.88
      11812 |  8720365.60
     650206 |  8719457.64
     254430 |  8719005.51
     241902 |  8717926.64
      45245 |  8717832.64
     675116 |  8717831.55
     414758 |  8716569.38
     165147 |  8716319.18
     511033 |  8716174.93
     277224 |  8716000.86
     311344 |  8715845.08
     521323 |  8715792.60
     379211 |  8713307.37
     522469 |  8712356.12
      99355 |  8712298.00
     144172 |  8711013.10
     600717 |  8710939.84
     261400 |  8710379.14
     101211 |  8710246.90
      51956 |  8710078.58
     665738 |  8709698.95
     507257 |  8709537.15
     738267 |  8708791.35
     195244 |  8707557.32
     587777 |  8707483.98
     278854 |  8707412.64
     630341 |  8705885.88
     560992 |  8705045.52
       6098 |  8705010.16
     572298 |  8704933.64
     447908 |  8704791.91
     203372 |  8703607.50
     144695 |  8702815.52
     638138 |  8702517.45
     772812 |  8702154.40
     688491 |  8701495.17
     650828 |  8700944.61
     377282 |  8700693.50
     451359 |  8698181.82
     629817 |  8698103.15
     325235 |  8697272.98
     464820 |  8696664.09
     205553 |  8696617.44
     441658 |  8696396.54
     699063 |  8695815.48
     173270 |  8695475.91
     476333 |  8695170.19
     798478 |  8695098.00
     502298 |  8694318.00
     737792 |  8694135.84
     627884 |  8693580.71
     784965 |  8692078.73
     556390 |  8691821.25
     644788 |  8691710.40
     589786 |  8690392.88
     549819 |  8689685.20
     414036 |  8689678.57
     225402 |  8689625.28
     694081 |  8688548.08
      30433 |  8687901.24
     185307 |  8687857.84
     583789 |  8687812.50
     684608 |  8687441.25
     135532 |  8687390.96
      77368 |  8687348.55
      76654 |  8687181.90
     585318 |  8687092.96
      45318 |  8687007.40
     607388 |  8686738.25
     465360 |  8686637.65
     688160 |  8686089.65
     495424 |  8684894.28
     539986 |  8684863.01
     442451 |  8684822.94
     570101 |  8684371.76
     660902 |  8683952.06
     668916 |  8683435.95
      74906 |  8683003.70
     559776 |  8681240.98
       2756 |  8681073.05
     441391 |  8680724.78
     772203 |  8680487.04
     374341 |  8679703.60
     169433 |  8679499.68
     627556 |  8678801.58
     605608 |  8678076.55
     643683 |  8677881.34
     526378 |  8677733.20
       5996 |  8677371.78
     587477 |  8677310.55
     711933 |  8675100.56
     284505 |  8675000.88
     398100 |  8674281.21
     667653 |  8674162.20
     569178 |  8672864.07
     210799 |  8672850.68
     513996 |  8672209.31
     403170 |  8671827.50
     622396 |  8671755.75
     443460 |  8671606.90
      27404 |  8671248.88
     161392 |  8670911.84
     554506 |  8670782.51
     698338 |  8670765.12
     326258 |  8670657.66
     520765 |  8670347.84
     578696 |  8669753.75
       8879 |  8667584.38
     739629 |  8667361.80
     122825 |  8667113.96
      23982 |  8666863.72
     278664 |  8666845.33
     492543 |  8665849.36
      95896 |  8663639.55
     700971 |  8663446.72
     254764 |  8663087.46
     733179 |  8663009.38
     683674 |  8662405.90
     641497 |  8661551.40
     242664 |  8660201.20
     795692 |  8657186.42
     735793 |  8657016.75
      10684 |  8657009.62
     573330 |  8655938.56
     409629 |  8655261.00
     729044 |  8653712.08
     658087 |  8653370.81
     179784 |  8653021.34
     420655 |  8651916.64
     318443 |  8651510.40
     320844 |  8651163.76
     566954 |  8650281.64
     477370 |  8649761.89
     400145 |  8649180.90
     106687 |  8649109.00
      29620 |  8649078.01
     720708 |  8647005.89
      31280 |  8646930.76
     217239 |  8645862.16
     517299 |  8644617.56
     454960 |  8644500.71
     305670 |  8644420.28
     191891 |  8644258.14
     440317 |  8643279.84
     782757 |  8640229.35
     477971 |  8639700.90
     292851 |  8639644.40
     799632 |  8638979.78
     138207 |  8638855.68
     468877 |  8638180.26
     281666 |  8637740.86
     784307 |  8637080.69
     366677 |  8636826.32
     636741 |  8636737.33
      96290 |  8636668.82
     338648 |  8636368.68
     157027 |  8635371.12
     391366 |  8634681.10
     796239 |  8632520.82
     714521 |  8632277.50
     756572 |  8631629.30
      61457 |  8631168.00
     134226 |  8630896.64
     565626 |  8630881.60
     477278 |  8630254.57
     765373 |  8630115.48
     697125 |  8629750.05
     639831 |  8629195.44
      28054 |  8629129.58
      64598 |  8629102.80
     149595 |  8628852.60
     169415 |  8628527.60
     673530 |  8628191.94
      99439 |  8627892.09
     419828 |  8627373.78
     473121 |  8627085.57
     351253 |  8626304.00
     631655 |  8626250.49
     621322 |  8625921.37
     569616 |  8625697.82
     791430 |  8624513.60
      27701 |  8623996.56
     103274 |  8623921.60
     703277 |  8623762.42
     191627 |  8623548.75
      16597 |  8623357.05
     673102 |  8622856.60
      88519 |  8622782.00
     467568 |  8622329.55
     617616 |  8621133.58
     607195 |  8621085.77
     266197 |  8620117.58
     581532 |  8618496.95
      58458 |  8618462.10
     570374 |  8618157.90
     785881 |  8617115.91
     607737 |  8616735.53
     645217 |  8616452.95
     200444 |  8615931.57
     165846 |  8615665.36
     167316 |  8615232.43
     607386 |  8614211.89
     374200 |  8614186.56
     760927 |  8613917.65
     758508 |  8613891.00
     486012 |  8613796.99
      31170 |  8613270.56
     166936 |  8611792.28
     569464 |  8611006.50
     177834 |  8610016.44
     621232 |  8609869.38
      23479 |  8609640.93
     343720 |  8609571.63
      56442 |  8608561.08
     602625 |  8608511.10
     439742 |  8608458.05
     767601 |  8608029.18
     442511 |  8608008.24
     170138 |  8607748.62
     322523 |  8607300.80
     549529 |  8606231.16
       6390 |  8605074.55
     456933 |  8604736.14
     645773 |  8604157.23
     390568 |  8603563.00
     268010 |  8603322.57
     413334 |  8603146.82
      37493 |  8601816.32
     304508 |  8601747.20
      43211 |  8601432.48
     205797 |  8600323.80
     422870 |  8599347.55
     374133 |  8599082.00
     256693 |  8598505.65
     767038 |  8597223.36
      67268 |  8597219.60
     240502 |  8596545.74
     510059 |  8596452.39
      91918 |  8596362.72
     352333 |  8596255.36
     642336 |  8595096.44
     552154 |  8594954.68
     460184 |  8594908.80
     715587 |  8594005.38
     475296 |  8593966.02
     667662 |  8593916.25
     783265 |  8593312.02
     378412 |  8593246.50
     395897 |  8592933.70
     458905 |  8592731.52
     790054 |  8592573.20
     514441 |  8592284.64
     108465 |  8591632.20
     419857 |  8591301.54
     606796 |  8591254.12
     769611 |  8590919.50
      68897 |  8590562.28
     371630 |  8589705.80
     514805 |  8588551.53
     531873 |  8588324.46
     396060 |  8587968.00
     625896 |  8587385.36
     346859 |  8585775.96
     593819 |  8585448.30
     447741 |  8585020.80
     651645 |  8584632.90
     739502 |  8582308.02
     658832 |  8582153.45
     273365 |  8581570.68
     578362 |  8581549.31
      56935 |  8581148.82
     630429 |  8580981.54
     761327 |  8579952.00
     325730 |  8579920.96
     484904 |  8579676.05
      65080 |  8579155.68
     402311 |  8579040.32
      69410 |  8577398.58
     610967 |  8577174.18
     762868 |  8576693.55
     613004 |  8575297.17
      14209 |  8574370.56
     400454 |  8574270.60
     464088 |  8574268.48
     720405 |  8574009.57
      24654 |  8573938.56
     544255 |  8573494.08
     630326 |  8572819.50
     104745 |  8572553.28
     562470 |  8572444.20
     289533 |  8571748.50
     590152 |  8571057.08
     669872 |  8569595.67
     458566 |  8569126.00
     422141 |  8568696.64
     577803 |  8568511.35
      76017 |  8568364.14
     655129 |  8568096.68
     478718 |  8568080.05
      13644 |  8566692.60
     655633 |  8566267.76
     658100 |  8565846.39
     693100 |  8565453.68
     347279 |  8565039.00
     409288 |  8564491.76
       9435 |  8563957.20
     443547 |  8563878.52
     392742 |  8563681.87
     346985 |  8563629.95
     612357 |  8563156.38
     478478 |  8562976.34
      62702 |  8562913.45
     459816 |  8561505.96
     471034 |  8560621.11
     489428 |  8560590.85
     409040 |  8559729.88
     772352 |  8558764.62
     107398 |  8558752.32
     119888 |  8558426.10
     397173 |  8557719.66
     347424 |  8556112.46
     721651 |  8556002.00
     296019 |  8553074.66
     662870 |  8552903.23
     274948 |  8552895.00
     415625 |  8552586.24
     477561 |  8551668.95
      76430 |  8551397.61
     676237 |  8551219.41
     582510 |  8550422.12
     114542 |  8550158.40
     735591 |  8548985.46
     182337 |  8548869.39
     245919 |  8548862.35
     569798 |  8548566.95
     608397 |  8547889.48
     680331 |  8547463.00
     198522 |  8546868.40
     316842 |  8546814.87
     527233 |  8546808.69
      77553 |  8545833.26
     377602 |  8545357.23
      93485 |  8545267.74
     296473 |  8544960.05
     259768 |  8542261.23
     451081 |  8541525.93
     527269 |  8541182.34
      49362 |  8540380.80
     670142 |  8540317.12
