  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#25   | SMALL BURNISHED COPPER    |     45 |            8
 Brand#25   | SMALL BURNISHED NICKEL    |     17 |            8
 Brand#25   | SMALL BURNISHED STEEL     |     28 |            8
 Brand#25   | SMALL BURNISHED STEEL     |     50 |            8
 Brand#25   | SMALL BURNISHED TIN       |     28 |            8
 Brand#25   | SMALL PLATED BRASS        |     28 |            8
 Brand#25   | SMALL PLATED BRASS        |     39 |            8
 Brand#25   | SMALL PLATED NICKEL       |     17 |            8
 Brand#25   | SMALL PLATED STEEL        |     17 |            8
 Brand#25   | SMALL PLATED STEEL        |     45 |            8
 Brand#25   | SMALL PLATED TIN          |     17 |            8
 Brand#25   | SMALL POLISHED BRASS      |      1 |            8
 Brand#25   | SMALL POLISHED BRASS      |     19 |            8
 Brand#25   | SMALL POLISHED BRASS      |     45 |            8
 Brand#25   | SMALL POLISHED COPPER     |     39 |            8
 Brand#25   | SMALL POLISHED NICKEL     |     19 |            8
 Brand#25   | SMALL POLISHED NICKEL     |     28 |            8
 Brand#25   | SMALL POLISHED TIN        |     31 |            8
 Brand#25   | SMALL POLISHED TIN        |     45 |            8
 Brand#25   | STANDARD ANODIZED BRASS   |     17 |            8
 Brand#25   | STANDARD ANODIZED BRASS   |     45 |            8
 Brand#25   | STANDARD ANODIZED COPPER  |     17 |            8
 Brand#25   | STANDARD ANODIZED STEEL   |     50 |            8
 Brand#25   | STANDARD ANODIZED TIN     |     39 |            8
 Brand#25   | STANDARD BRUSHED BRASS    |      1 |            8
 Brand#25   | STANDARD BRUSHED BRASS    |     39 |            8
 Brand#25   | STANDARD BRUSHED COPPER   |     31 |            8
 Brand#25   | STANDARD BRUSHED COPPER   |     50 |            8
 Brand#25   | STANDARD BRUSHED NICKEL   |     19 |            8
 Brand#25   | STANDARD BRUSHED NICKEL   |     28 |            8
 Brand#25   | STANDARD BRUSHED NICKEL   |     39 |            8
 Brand#25   | STANDARD BRUSHED STEEL    |      1 |            8
 Brand#25   | STANDARD BRUSHED STEEL    |     28 |            8
 Brand#25   | STANDARD BRUSHED STEEL    |     39 |            8
 Brand#25   | STANDARD BRUSHED STEEL    |     50 |            8
 Brand#25   | STANDARD BURNISHED BRASS  |     17 |            8
 Brand#25   | STANDARD BURNISHED BRASS  |     31 |            8
 Brand#25   | STANDARD BURNISHED BRASS  |     39 |            8
 Brand#25   | STANDARD BURNISHED COPPER |     17 |            8
 Brand#25   | STANDARD BURNISHED COPPER |     39 |            8
 Brand#25   | STANDARD BURNISHED NICKEL |     19 |            8
 Brand#25   | STANDARD BURNISHED STEEL  |     31 |            8
 Brand#25   | STANDARD BURNISHED STEEL  |     45 |            8
 Brand#25   | STANDARD BURNISHED TIN    |     19 |            8
 Brand#25   | STANDARD PLATED BRASS     |     19 |            8
 Brand#25   | STANDARD PLATED BRASS     |     50 |            8
 Brand#25   | STANDARD PLATED COPPER    |     31 |            8
 Brand#25   | STANDARD PLATED COPPER    |     45 |            8
 Brand#25   | STANDARD PLATED COPPER    |     50 |            8
 Brand#25   | STANDARD PLATED NICKEL    |     17 |            8
 Brand#25   | STANDARD PLATED NICKEL    |     28 |            8
 Brand#25   | STANDARD PLATED STEEL     |     45 |            8
 Brand#25   | STANDARD PLATED TIN       |     39 |            8
 Brand#25   | STANDARD POLISHED BRASS   |     19 |            8
 Brand#25   | STANDARD POLISHED BRASS   |     31 |            8
 Brand#25   | STANDARD POLISHED COPPER  |     50 |            8
 Brand#25   | STANDARD POLISHED STEEL   |     17 |            8
 Brand#25   | STANDARD POLISHED STEEL   |     19 |            8
 Brand#25   | STANDARD POLISHED TIN     |     31 |            8
 Brand#25   | STANDARD POLISHED TIN     |     45 |            8
 Brand#31   | ECONOMY ANODIZED BRASS    |     28 |            8
 Brand#31   | ECONOMY ANODIZED BRASS    |     50 |            8
 Brand#31   | ECONOMY ANODIZED COPPER   |      1 |            8
 Brand#31   | ECONOMY ANODIZED COPPER   |     17 |            8
 Brand#31   | ECONOMY ANODIZED NICKEL   |     50 |            8
 Brand#31   | ECONOMY ANODIZED STEEL    |      1 |            8
 Brand#31   | ECONOMY ANODIZED STEEL    |     50 |            8
 Brand#31   | ECONOMY ANODIZED TIN      |     19 |            8
 Brand#31   | ECONOMY BRUSHED BRASS     |     39 |            8
 Brand#31   | ECONOMY BRUSHED COPPER    |      1 |            8
 Brand#31   | ECONOMY BRUSHED STEEL     |      1 |            8
 Brand#31   | ECONOMY BRUSHED STEEL     |     19 |            8
 Brand#31   | ECONOMY BRUSHED STEEL     |     31 |            8
 Brand#31   | ECONOMY BRUSHED TIN       |     17 |            8
 Brand#31   | ECONOMY BURNISHED BRASS   |     28 |            8
 Brand#31   | ECONOMY BURNISHED BRASS   |     31 |            8
 Brand#31   | ECONOMY BURNISHED COPPER  |     45 |            8
 Brand#31   | ECONOMY BURNISHED NICKEL  |     31 |            8
 Brand#31   | ECONOMY BURNISHED NICKEL  |     50 |            8
 Brand#31   | ECONOMY BURNISHED STEEL   |     17 |            8
 Brand#31   | ECONOMY BURNISHED STEEL   |     19 |            8
 Brand#31   | ECONOMY BURNISHED TIN     |     45 |            8
 Brand#31   | ECONOMY POLISHED BRASS    |     17 |            8
 Brand#31   | ECONOMY POLISHED COPPER   |      1 |            8
 Brand#31   | ECONOMY POLISHED COPPER   |     31 |            8
 Brand#31   | ECONOMY POLISHED NICKEL   |     17 |            8
 Brand#31   | ECONOMY POLISHED NICKEL   |     39 |            8
 Brand#31   | ECONOMY POLISHED NICKEL   |     45 |            8
 Brand#31   | ECONOMY POLISHED STEEL    |     31 |            8
 Brand#31   | ECONOMY POLISHED TIN      |     31 |            8
 Brand#31   | ECONOMY POLISHED TIN      |     45 |            8
 Brand#31   | LARGE ANODIZED BRASS      |     17 |            8
 Brand#31   | LARGE ANODIZED BRASS      |     31 |            8
 Brand#31   | LARGE ANODIZED COPPER     |     28 |            8
 Brand#31   | LARGE ANODIZED COPPER     |     45 |            8
 Brand#31   | LARGE ANODIZED NICKEL     |     50 |            8
 Brand#31   | LARGE BRUSHED BRASS       |     45 |            8
 Brand#31   | LARGE BRUSHED COPPER      |     19 |            8
 Brand#31   | LARGE BRUSHED NICKEL      |     50 |            8
 Brand#31   | LARGE BRUSHED STEEL       |     39 |            8
 Brand#31   | LARGE BRUSHED TIN         |     45 |            8
 Brand#31   | LARGE BURNISHED BRASS     |     19 |            8
 Brand#31   | LARGE BURNISHED COPPER    |     45 |            8
 Brand#31   | LARGE BURNISHED COPPER    |     50 |            8
 Brand#31   | LARGE BURNISHED NICKEL    |     19 |            8
 Brand#31   | LARGE BURNISHED NICKEL    |     50 |            8
 Brand#31   | LARGE BURNISHED STEEL     |      1 |            8
 Brand#31   | LARGE BURNISHED TIN       |     39 |            8
 Brand#31   | LARGE BURNISHED TIN       |     50 |            8
 Brand#31   | LARGE PLATED BRASS        |     39 |            8
 Brand#31   | LARGE PLATED COPPER       |      1 |            8
 Brand#31   | LARGE PLATED COPPER       |     17 |            8
 Brand#31   | LARGE PLATED COPPER       |     19 |            8
 Brand#31   | LARGE PLATED COPPER       |     28 |            8
 Brand#31   | LARGE PLATED NICKEL       |     28 |            8
 Brand#31   | LARGE PLATED STEEL        |     50 |            8
 Brand#31   | LARGE POLISHED BRASS      |     45 |            8
 Brand#31   | LARGE POLISHED COPPER     |      1 |            8
 Brand#31   | LARGE POLISHED COPPER     |     19 |            8
 Brand#31   | LARGE POLISHED COPPER     |     31 |            8
 Brand#31   | LARGE POLISHED NICKEL     |     19 |            8
 Brand#31   | LARGE POLISHED STEEL      |     28 |            8
 Brand#31   | LARGE POLISHED STEEL      |     39 |            8
 Brand#31   | LARGE POLISHED TIN        |      1 |            8
 Brand#31   | LARGE POLISHED TIN        |     19 |            8
 Brand#31   | LARGE POLISHED TIN        |     31 |            8
 Brand#31   | MEDIUM ANODIZED BRASS     |     19 |            8
 Brand#31   | MEDIUM ANODIZED COPPER    |     19 |            8
 Brand#31   | MEDIUM ANODIZED STEEL     |     28 |            8
 Brand#31   | MEDIUM ANODIZED STEEL     |     31 |            8
 Brand#31   | MEDIUM ANODIZED TIN       |     19 |            8
 Brand#31   | MEDIUM ANODIZED TIN       |     28 |            8
 Brand#31   | MEDIUM BRUSHED BRASS      |     19 |            8
 Brand#31   | MEDIUM BRUSHED BRASS      |     50 |            8
 Brand#31   | MEDIUM BRUSHED COPPER     |     17 |            8
 Brand#31   | MEDIUM BRUSHED COPPER     |     50 |            8
 Brand#31   | MEDIUM BRUSHED STEEL      |      1 |            8
 Brand#31   | MEDIUM BRUSHED STEEL      |     50 |            8
 Brand#31   | MEDIUM BRUSHED TIN        |      1 |            8
 Brand#31   | MEDIUM BRUSHED TIN        |     17 |            8
 Brand#31   | MEDIUM BURNISHED COPPER   |     17 |            8
 Brand#31   | MEDIUM BURNISHED NICKEL   |     19 |            8
 Brand#31   | MEDIUM BURNISHED NICKEL   |     31 |            8
 Brand#31   | MEDIUM BURNISHED NICKEL   |     45 |            8
 Brand#31   | MEDIUM BURNISHED STEEL    |     19 |            8
 Brand#31   | MEDIUM BURNISHED TIN      |     39 |            8
 Brand#31   | MEDIUM PLATED COPPER      |     19 |            8
 Brand#31   | MEDIUM PLATED COPPER      |     39 |            8
 Brand#31   | MEDIUM PLATED NICKEL      |     31 |            8
 Brand#31   | MEDIUM PLATED STEEL       |     39 |            8
 Brand#31   | MEDIUM PLATED TIN         |     19 |            8
 Brand#31   | MEDIUM PLATED TIN         |     28 |            8
 Brand#31   | MEDIUM PLATED TIN         |     39 |            8
 Brand#31   | MEDIUM POLISHED BRASS     |     31 |            8
 Brand#31   | MEDIUM POLISHED COPPER    |     31 |            8
 Brand#31   | MEDIUM POLISHED NICKEL    |     45 |            8
 Brand#31   | MEDIUM POLISHED STEEL     |     17 |            8
 Brand#31   | PROMO ANODIZED BRASS      |     39 |            8
 Brand#31   | PROMO ANODIZED COPPER     |     39 |            8
 Brand#31   | PROMO ANODIZED NICKEL     |     31 |            8
 Brand#31   | PROMO ANODIZED NICKEL     |     45 |            8
 Brand#31   | PROMO ANODIZED STEEL      |     17 |            8
 Brand#31   | PROMO ANODIZED STEEL      |     39 |            8
 Brand#31   | PROMO ANODIZED TIN        |     50 |            8
 Brand#31   | PROMO BRUSHED BRASS       |      1 |            8
 Brand#31   | PROMO BRUSHED BRASS       |     19 |            8
 Brand#31   | PROMO BRUSHED COPPER      |     45 |            8
 Brand#31   | PROMO BRUSHED NICKEL      |     31 |            8
 Brand#31   | PROMO BRUSHED NICKEL      |     39 |            8
 Brand#31   | PROMO BRUSHED TIN         |     31 |            8
 Brand#31   | PROMO BURNISHED BRASS     |      1 |            8
 Brand#31   | PROMO BURNISHED BRASS     |     17 |            8
 Brand#31   | PROMO BURNISHED COPPER    |     19 |            8
 Brand#31   | PROMO BURNISHED NICKEL    |     45 |            8
 Brand#31   | PROMO BURNISHED STEEL     |     19 |            8
 Brand#31   | PROMO BURNISHED STEEL     |     39 |            8
 Brand#31   | PROMO BURNISHED TIN       |     28 |            8
 Brand#31   | PROMO PLATED BRASS        |      1 |            8
 Brand#31   | PROMO PLATED BRASS        |     17 |            8
 Brand#31   | PROMO PLATED BRASS        |     39 |            8
 Brand#31   | PROMO PLATED COPPER       |     19 |            8
 Brand#31   | PROMO PLATED COPPER       |     28 |            8
 Brand#31   | PROMO PLATED COPPER       |     39 |            8
 Brand#31   | PROMO PLATED STEEL        |     19 |            8
 Brand#31   | PROMO PLATED STEEL        |     50 |            8
 Brand#31   | PROMO POLISHED COPPER     |     31 |            8
 Brand#31   | PROMO POLISHED COPPER     |     50 |            8
 Brand#31   | PROMO POLISHED NICKEL     |     31 |            8
 Brand#31   | PROMO POLISHED TIN        |     45 |            8
 Brand#31   | SMALL ANODIZED COPPER     |     45 |            8
 Brand#31   | SMALL ANODIZED COPPER     |     50 |            8
 Brand#31   | SMALL ANODIZED NICKEL     |      1 |            8
 Brand#31   | SMALL ANODIZED NICKEL     |     28 |            8
 Brand#31   | SMALL ANODIZED STEEL      |     45 |            8
 Brand#31   | SMALL ANODIZED TIN        |     39 |            8
 Brand#31   | SMALL ANODIZED TIN        |     50 |            8
 Brand#31   | SMALL BRUSHED BRASS       |     50 |            8
 Brand#31   | SMALL BRUSHED COPPER      |     31 |            8
 Brand#31   | SMALL BRUSHED NICKEL      |     17 |            8
 Brand#31   | SMALL BRUSHED NICKEL      |     19 |            8
 Brand#31   | SMALL BRUSHED NICKEL      |     28 |            8
 Brand#31   | SMALL BRUSHED STEEL       |     39 |            8
 Brand#31   | SMALL BRUSHED TIN         |     45 |            8
 Brand#31   | SMALL BURNISHED BRASS     |     50 |            8
 Brand#31   | SMALL BURNISHED COPPER    |     28 |            8
 Brand#31   | SMALL BURNISHED COPPER    |     50 |            8
 Brand#31   | SMALL BURNISHED NICKEL    |     39 |            8
 Brand#31   | SMALL BURNISHED STEEL     |     19 |            8
 Brand#31   | SMALL BURNISHED STEEL     |     28 |            8
 Brand#31   | SMALL BURNISHED TIN       |     28 |            8
 Brand#31   | SMALL PLATED BRASS        |     17 |            8
 Brand#31   | SMALL PLATED BRASS        |     28 |            8
 Brand#31   | SMALL PLATED COPPER       |     19 |            8
 Brand#31   | SMALL PLATED COPPER       |     28 |            8
 Brand#31   | SMALL PLATED COPPER       |     39 |            8
 Brand#31   | SMALL PLATED STEEL        |     39 |            8
 Brand#31   | SMALL PLATED TIN          |     31 |            8
 Brand#31   | SMALL PLATED TIN          |     50 |            8
 Brand#31   | SMALL POLISHED BRASS      |     19 |            8
 Brand#31   | SMALL POLISHED BRASS      |     28 |            8
 Brand#31   | SMALL POLISHED COPPER     |     17 |            8
 Brand#31   | SMALL POLISHED TIN        |     39 |            8
 Brand#31   | STANDARD ANODIZED COPPER  |     39 |            8
 Brand#31   | STANDARD ANODIZED COPPER  |     50 |            8
 Brand#31   | STANDARD ANODIZED NICKEL  |     17 |            8
 Brand#31   | STANDARD ANODIZED NICKEL  |     45 |            8
 Brand#31   | STANDARD ANODIZED STEEL   |      1 |            8
 Brand#31   | STANDARD ANODIZED STEEL   |     19 |            8
 Brand#31   | STANDARD ANODIZED STEEL   |     45 |            8
 Brand#31   | STANDARD ANODIZED TIN     |     19 |            8
 Brand#31   | STANDARD ANODIZED TIN     |     28 |            8
 Brand#31   | STANDARD BRUSHED COPPER   |     17 |            8
 Brand#31   | STANDARD BRUSHED NICKEL   |     17 |            8
 Brand#31   | STANDARD BRUSHED STEEL    |     17 |            8
 Brand#31   | STANDARD BRUSHED STEEL    |     19 |            8
 Brand#31   | STANDARD BRUSHED STEEL    |     45 |            8
 Brand#31   | STANDARD BURNISHED BRASS  |     31 |            8
 Brand#31   | STANDARD BURNISHED BRASS  |     39 |            8
 Brand#31   | STANDARD BURNISHED COPPER |     17 |            8
 Brand#31   | STANDARD BURNISHED COPPER |     50 |            8
 Brand#31   | STANDARD BURNISHED NICKEL |     31 |            8
 Brand#31   | STANDARD BURNISHED NICKEL |     39 |            8
 Brand#31   | STANDARD BURNISHED NICKEL |     45 |            8
 Brand#31   | STANDARD BURNISHED STEEL  |     50 |            8
 Brand#31   | STANDARD BURNISHED TIN    |     17 |            8
 Brand#31   | STANDARD BURNISHED TIN    |     31 |            8
 Brand#31   | STANDARD PLATED BRASS     |     17 |            8
 Brand#31   | STANDARD PLATED BRASS     |     39 |            8
 Brand#31   | STANDARD PLATED COPPER    |     17 |            8
 Brand#31   | STANDARD PLATED NICKEL    |     39 |            8
 Brand#31   | STANDARD PLATED TIN       |     19 |            8
 Brand#31   | STANDARD PLATED TIN       |     39 |            8
 Brand#31   | STANDARD POLISHED BRASS   |      1 |            8
 Brand#31   | STANDARD POLISHED COPPER  |      1 |            8
 Brand#31   | STANDARD POLISHED NICKEL  |     19 |            8
 Brand#31   | STANDARD POLISHED NICKEL  |     28 |            8
 Brand#31   | STANDARD POLISHED STEEL   |     17 |            8
 Brand#31   | STANDARD POLISHED STEEL   |     31 |            8
 Brand#31   | STANDARD POLISHED TIN     |     45 |            8
 Brand#31   | STANDARD POLISHED TIN     |     50 |            8
 Brand#32   | ECONOMY ANODIZED BRASS    |     19 |            8
 Brand#32   | ECONOMY ANODIZED BRASS    |     39 |            8
 Brand#32   | ECONOMY ANODIZED BRASS    |     45 |            8
 Brand#32   | ECONOMY ANODIZED COPPER   |     28 |            8
 Brand#32   | ECONOMY ANODIZED NICKEL   |     19 |            8
 Brand#32   | ECONOMY ANODIZED STEEL    |     45 |            8
 Brand#32   | ECONOMY ANODIZED STEEL    |     50 |            8
 Brand#32   | ECONOMY ANODIZED TIN      |     17 |            8
 Brand#32   | ECONOMY ANODIZED TIN      |     28 |            8
 Brand#32   | ECONOMY BRUSHED BRASS     |     17 |            8
 Brand#32   | ECONOMY BRUSHED BRASS     |     39 |            8
 Brand#32   | ECONOMY BRUSHED COPPER    |      1 |            8
 Brand#32   | ECONOMY BRUSHED COPPER    |     17 |            8
 Brand#32   | ECONOMY BRUSHED COPPER    |     28 |            8
 Brand#32   | ECONOMY BRUSHED NICKEL    |      1 |            8
 Brand#32   | ECONOMY BRUSHED STEEL     |     50 |            8
 Brand#32   | ECONOMY BRUSHED TIN       |      1 |            8
 Brand#32   | ECONOMY BRUSHED TIN       |     45 |            8
 Brand#32   | ECONOMY BURNISHED BRASS   |     50 |            8
 Brand#32   | ECONOMY BURNISHED COPPER  |     17 |            8
 Brand#32   | ECONOMY BURNISHED NICKEL  |     17 |            8
 Brand#32   | ECONOMY BURNISHED NICKEL  |     19 |            8
 Brand#32   | ECONOMY BURNISHED STEEL   |     17 |            8
 Brand#32   | ECONOMY BURNISHED STEEL   |     19 |            8
 Brand#32   | ECONOMY BURNISHED STEEL   |     28 |            8
 Brand#32   | ECONOMY BURNISHED TIN     |     17 |            8
 Brand#32   | ECONOMY BURNISHED TIN     |     45 |            8
 Brand#32   | ECONOMY POLISHED BRASS    |     19 |            8
 Brand#32   | ECONOMY POLISHED STEEL    |     17 |            8
 Brand#32   | ECONOMY POLISHED STEEL    |     19 |            8
 Brand#32   | ECONOMY POLISHED STEEL    |     28 |            8
 Brand#32   | LARGE ANODIZED NICKEL     |      1 |            8
 Brand#32   | LARGE ANODIZED NICKEL     |     28 |            8
 Brand#32   | LARGE ANODIZED NICKEL     |     39 |            8
 Brand#32   | LARGE ANODIZED NICKEL     |     45 |            8
 Brand#32   | LARGE ANODIZED STEEL      |     28 |            8
 Brand#32   | LARGE ANODIZED STEEL      |     31 |            8
 Brand#32   | LARGE ANODIZED TIN        |     28 |            8
 Brand#32   | LARGE BRUSHED BRASS       |      1 |            8
 Brand#32   | LARGE BRUSHED BRASS       |     31 |            8
 Brand#32   | LARGE BRUSHED BRASS       |     39 |            8
 Brand#32   | LARGE BRUSHED COPPER      |     31 |            8
 Brand#32   | LARGE BRUSHED COPPER      |     50 |            8
 Brand#32   | LARGE BRUSHED NICKEL      |     17 |            8
 Brand#32   | LARGE BRUSHED NICKEL      |     28 |            8
 Brand#32   | LARGE BRUSHED NICKEL      |     45 |            8
 Brand#32   | LARGE BRUSHED STEEL       |      1 |            8
 Brand#32   | LARGE BRUSHED STEEL       |     28 |            8
 Brand#32   | LARGE BRUSHED STEEL       |     39 |            8
 Brand#32   | LARGE BRUSHED TIN         |     31 |            8
 Brand#32   | LARGE BURNISHED COPPER    |      1 |            8
 Brand#32   | LARGE BURNISHED NICKEL    |      1 |            8
 Brand#32   | LARGE BURNISHED NICKEL    |     39 |            8
 Brand#32   | LARGE BURNISHED TIN       |     45 |            8
 Brand#32   | LARGE PLATED BRASS        |     17 |            8
 Brand#32   | LARGE PLATED BRASS        |     45 |            8
 Brand#32   | LARGE PLATED COPPER       |     39 |            8
 Brand#32   | LARGE PLATED NICKEL       |      1 |            8
 Brand#32   | LARGE PLATED STEEL        |     19 |            8
 Brand#32   | LARGE PLATED STEEL        |     50 |            8
 Brand#32   | LARGE POLISHED BRASS      |     45 |            8
 Brand#32   | LARGE POLISHED COPPER     |     50 |            8
 Brand#32   | LARGE POLISHED STEEL      |     28 |            8
 Brand#32   | LARGE POLISHED STEEL      |     31 |            8
 Brand#32   | LARGE POLISHED STEEL      |     50 |            8
 Brand#32   | LARGE POLISHED TIN        |     39 |            8
 Brand#32   | MEDIUM ANODIZED BRASS     |     28 |            8
 Brand#32   | MEDIUM ANODIZED COPPER    |      1 |            8
 Brand#32   | MEDIUM ANODIZED COPPER    |     17 |            8
 Brand#32   | MEDIUM ANODIZED STEEL     |     17 |            8
 Brand#32   | MEDIUM ANODIZED STEEL     |     28 |            8
 Brand#32   | MEDIUM ANODIZED STEEL     |     50 |            8
 Brand#32   | MEDIUM ANODIZED TIN       |     28 |            8
 Brand#32   | MEDIUM ANODIZED TIN       |     31 |            8
 Brand#32   | MEDIUM BRUSHED BRASS      |     17 |            8
 Brand#32   | MEDIUM BRUSHED BRASS      |     31 |            8
 Brand#32   | MEDIUM BRUSHED COPPER     |     28 |            8
 Brand#32   | MEDIUM BRUSHED COPPER     |     39 |            8
 Brand#32   | MEDIUM BRUSHED NICKEL     |      1 |            8
 Brand#32   | MEDIUM BRUSHED NICKEL     |     28 |            8
 Brand#32   | MEDIUM BRUSHED STEEL      |     17 |            8
 Brand#32   | MEDIUM BRUSHED STEEL      |     50 |            8
 Brand#32   | MEDIUM BRUSHED TIN        |      1 |            8
 Brand#32   | MEDIUM BURNISHED BRASS    |     17 |            8
 Brand#32   | MEDIUM BURNISHED BRASS    |     19 |            8
 Brand#32   | MEDIUM BURNISHED BRASS    |     28 |            8
 Brand#32   | MEDIUM BURNISHED BRASS    |     31 |            8
 Brand#32   | MEDIUM BURNISHED BRASS    |     45 |            8
 Brand#32   | MEDIUM BURNISHED COPPER   |     31 |            8
 Brand#32   | MEDIUM BURNISHED COPPER   |     39 |            8
 Brand#32   | MEDIUM BURNISHED COPPER   |     50 |            8
 Brand#32   | MEDIUM BURNISHED NICKEL   |      1 |            8
 Brand#32   | MEDIUM BURNISHED NICKEL   |     39 |            8
 Brand#32   | MEDIUM BURNISHED STEEL    |      1 |            8
 Brand#32   | MEDIUM BURNISHED STEEL    |     17 |            8
 Brand#32   | MEDIUM BURNISHED STEEL    |     50 |            8
 Brand#32   | MEDIUM BURNISHED TIN      |      1 |            8
 Brand#32   | MEDIUM PLATED COPPER      |     39 |            8
 Brand#32   | MEDIUM PLATED STEEL       |     17 |            8
 Brand#32   | MEDIUM PLATED STEEL       |     39 |            8
 Brand#32   | MEDIUM PLATED STEEL       |     50 |            8
 Brand#32   | MEDIUM PLATED TIN         |     31 |            8
 Brand#32   | MEDIUM PLATED TIN         |     50 |            8
 Brand#32   | MEDIUM POLISHED BRASS     |     45 |            8
 Brand#32   | MEDIUM POLISHED COPPER    |      1 |            8
 Brand#32   | MEDIUM POLISHED COPPER    |     39 |            8
 Brand#32   | MEDIUM POLISHED COPPER    |     50 |            8
 Brand#32   | MEDIUM POLISHED NICKEL    |     17 |            8
 Brand#32   | MEDIUM POLISHED NICKEL    |     45 |            8
 Brand#32   | MEDIUM POLISHED STEEL     |     17 |            8
 Brand#32   | PROMO ANODIZED COPPER     |     19 |            8
 Brand#32   | PROMO ANODIZED NICKEL     |     19 |            8
 Brand#32   | PROMO ANODIZED STEEL      |     17 |            8
 Brand#32   | PROMO ANODIZED TIN        |     28 |            8
 Brand#32   | PROMO ANODIZED TIN        |     39 |            8
 Brand#32   | PROMO BRUSHED BRASS       |     28 |            8
 Brand#32   | PROMO BRUSHED COPPER      |     28 |            8
 Brand#32   | PROMO BRUSHED COPPER      |     39 |            8
 Brand#32   | PROMO BRUSHED COPPER      |     50 |            8
 Brand#32   | PROMO BRUSHED STEEL       |      1 |            8
 Brand#32   | PROMO BRUSHED TIN         |     28 |            8
 Brand#32   | PROMO BURNISHED BRASS     |     45 |            8
 Brand#32   | PROMO BURNISHED COPPER    |      1 |            8
 Brand#32   | PROMO BURNISHED COPPER    |     19 |            8
 Brand#32   | PROMO BURNISHED COPPER    |     31 |            8
 Brand#32   | PROMO BURNISHED COPPER    |     39 |            8
 Brand#32   | PROMO BURNISHED NICKEL    |     19 |            8
 Brand#32   | PROMO BURNISHED NICKEL    |     31 |            8
 Brand#32   | PROMO BURNISHED NICKEL    |     39 |            8
 Brand#32   | PROMO BURNISHED STEEL     |     39 |            8
 Brand#32   | PROMO BURNISHED TIN       |     45 |            8
 Brand#32   | PROMO PLATED BRASS        |      1 |            8
 Brand#32   | PROMO PLATED BRASS        |     17 |            8
 Brand#32   | PROMO PLATED COPPER       |     17 |            8
 Brand#32   | PROMO PLATED COPPER       |     19 |            8
 Brand#32   | PROMO PLATED COPPER       |     28 |            8
 Brand#32   | PROMO PLATED NICKEL       |     39 |            8
 Brand#32   | PROMO PLATED STEEL        |     17 |            8
 Brand#32   | PROMO PLATED STEEL        |     28 |            8
 Brand#32   | PROMO PLATED TIN          |     19 |            8
 Brand#32   | PROMO PLATED TIN          |     39 |            8
 Brand#32   | PROMO POLISHED BRASS      |     17 |            8
 Brand#32   | PROMO POLISHED NICKEL     |     50 |            8
 Brand#32   | PROMO POLISHED TIN        |     28 |            8
 Brand#32   | SMALL ANODIZED BRASS      |     17 |            8
 Brand#32   | SMALL ANODIZED NICKEL     |      1 |            8
 Brand#32   | SMALL ANODIZED STEEL      |     28 |            8
 Brand#32   | SMALL BRUSHED COPPER      |      1 |            8
 Brand#32   | SMALL BRUSHED NICKEL      |     31 |            8
 Brand#32   | SMALL BRUSHED NICKEL      |     50 |            8
 Brand#32   | SMALL BRUSHED STEEL       |     31 |            8
 Brand#32   | SMALL BRUSHED TIN         |     28 |            8
 Brand#32   | SMALL BURNISHED BRASS     |      1 |            8
 Brand#32   | SMALL BURNISHED BRASS     |     39 |            8
 Brand#32   | SMALL BURNISHED COPPER    |     28 |            8
 Brand#32   | SMALL BURNISHED COPPER    |     45 |            8
 Brand#32   | SMALL BURNISHED NICKEL    |      1 |            8
 Brand#32   | SMALL BURNISHED NICKEL    |     17 |            8
 Brand#32   | SMALL BURNISHED NICKEL    |     31 |            8
 Brand#32   | SMALL BURNISHED TIN       |     19 |            8
 Brand#32   | SMALL BURNISHED TIN       |     45 |            8
 Brand#32   | SMALL PLATED BRASS        |      1 |            8
 Brand#32   | SMALL PLATED NICKEL       |     50 |            8
 Brand#32   | SMALL PLATED STEEL        |     19 |            8
 Brand#32   | SMALL PLATED TIN          |      1 |            8
 Brand#32   | SMALL PLATED TIN          |     17 |            8
 Brand#32   | SMALL PLATED TIN          |     28 |            8
 Brand#32   | SMALL PLATED TIN          |     45 |            8
 Brand#32   | SMALL POLISHED BRASS      |     45 |            8
 Brand#32   | SMALL POLISHED COPPER     |     31 |            8
 Brand#32   | SMALL POLISHED COPPER     |     50 |            8
 Brand#32   | SMALL POLISHED NICKEL     |      1 |            8
 Brand#32   | SMALL POLISHED NICKEL     |     50 |            8
 Brand#32   | SMALL POLISHED STEEL      |      1 |            8
 Brand#32   | SMALL POLISHED STEEL      |     45 |            8
 Brand#32   | SMALL POLISHED STEEL      |     50 |            8
 Brand#32   | SMALL POLISHED TIN        |     17 |            8
 Brand#32   | SMALL POLISHED TIN        |     19 |            8
 Brand#32   | SMALL POLISHED TIN        |     45 |            8
 Brand#32   | STANDARD ANODIZED BRASS   |      1 |            8
 Brand#32   | STANDARD ANODIZED BRASS   |     17 |            8
 Brand#32   | STANDARD ANODIZED BRASS   |     19 |            8
 Brand#32   | STANDARD ANODIZED COPPER  |      1 |            8
 Brand#32   | STANDARD ANODIZED NICKEL  |      1 |            8
 Brand#32   | STANDARD ANODIZED NICKEL  |     19 |            8
 Brand#32   | STANDARD ANODIZED NICKEL  |     31 |            8
 Brand#32   | STANDARD ANODIZED STEEL   |     45 |            8
