  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#14   | STANDARD BURNISHED NICKEL |     45 |          152
 Brand#14   | STANDARD PLATED BRASS     |     43 |          152
 Brand#14   | STANDARD PLATED NICKEL    |     41 |          152
 Brand#15   | ECONOMY BRUSHED NICKEL    |     41 |          152
 Brand#15   | ECONOMY BURNISHED BRASS   |     38 |          152
 Brand#15   | ECONOMY BURNISHED NICKEL  |     28 |          152
 Brand#15   | ECONOMY BURNISHED STEEL   |     43 |          152
 Brand#15   | ECONOMY PLATED COPPER     |     12 |          152
 Brand#15   | ECONOMY PLATED TIN        |     41 |          152
 Brand#15   | ECONOMY POLISHED NICKEL   |     41 |          152
 Brand#15   | ECONOMY POLISHED TIN      |     30 |          152
 Brand#15   | LARGE ANODIZED BRASS      |     45 |          152
 Brand#15   | LARGE BRUSHED BRASS       |      8 |          152
 Brand#15   | LARGE BRUSHED BRASS       |     30 |          152
 Brand#15   | LARGE BRUSHED STEEL       |     43 |          152
 Brand#15   | LARGE BRUSHED TIN         |     38 |          152
 Brand#15   | LARGE BURNISHED BRASS     |     12 |          152
 Brand#15   | LARGE BURNISHED STEEL     |     38 |          152
 Brand#15   | LARGE BURNISHED STEEL     |     41 |          152
 Brand#15   | LARGE PLATED NICKEL       |     30 |          152
 Brand#15   | LARGE PLATED STEEL        |     38 |          152
 Brand#15   | LARGE PLATED STEEL        |     41 |          152
 Brand#15   | MEDIUM ANODIZED BRASS     |     43 |          152
 Brand#15   | MEDIUM ANODIZED STEEL     |     45 |          152
 Brand#15   | MEDIUM BRUSHED COPPER     |     45 |          152
 Brand#15   | MEDIUM BURNISHED STEEL    |     45 |          152
 Brand#15   | MEDIUM BURNISHED TIN      |     38 |          152
 Brand#15   | MEDIUM PLATED BRASS       |      8 |          152
 Brand#15   | MEDIUM PLATED BRASS       |     28 |          152
 Brand#15   | MEDIUM POLISHED BRASS     |     38 |          152
 Brand#15   | MEDIUM POLISHED COPPER    |     30 |          152
 Brand#15   | MEDIUM POLISHED TIN       |      8 |          152
 Brand#15   | PROMO ANODIZED NICKEL     |     41 |          152
 Brand#15   | PROMO ANODIZED STEEL      |     28 |          152
 Brand#15   | PROMO ANODIZED STEEL      |     41 |          152
 Brand#15   | PROMO BRUSHED NICKEL      |      8 |          152
 Brand#15   | PROMO BRUSHED NICKEL      |     38 |          152
 Brand#15   | PROMO BURNISHED NICKEL    |     43 |          152
 Brand#15   | PROMO PLATED BRASS        |     30 |          152
 Brand#15   | PROMO PLATED COPPER       |      8 |          152
 Brand#15   | PROMO PLATED NICKEL       |     12 |          152
 Brand#15   | SMALL ANODIZED STEEL      |     41 |          152
 Brand#15   | SMALL ANODIZED STEEL      |     45 |          152
 Brand#15   | SMALL BRUSHED BRASS       |     38 |          152
 Brand#15   | SMALL BRUSHED STEEL       |     30 |          152
 Brand#15   | SMALL BRUSHED STEEL       |     45 |          152
 Brand#15   | SMALL BRUSHED TIN         |     12 |          152
 Brand#15   | SMALL BRUSHED TIN         |     45 |          152
 Brand#15   | SMALL BURNISHED NICKEL    |     41 |          152
 Brand#15   | SMALL PLATED COPPER       |     12 |          152
 Brand#15   | SMALL PLATED NICKEL       |     45 |          152
 Brand#15   | SMALL POLISHED BRASS      |     41 |          152
 Brand#15   | SMALL POLISHED COPPER     |     28 |          152
 Brand#15   | SMALL POLISHED COPPER     |     41 |          152
 Brand#15   | SMALL POLISHED NICKEL     |     28 |          152
 Brand#15   | SMALL POLISHED TIN        |     30 |          152
 Brand#15   | STANDARD ANODIZED NICKEL  |     12 |          152
 Brand#15   | STANDARD ANODIZED NICKEL  |     41 |          152
 Brand#15   | STANDARD BRUSHED BRASS    |     41 |          152
 Brand#15   | STANDARD BURNISHED COPPER |     30 |          152
 Brand#15   | STANDARD BURNISHED STEEL  |     38 |          152
 Brand#21   | ECONOMY BRUSHED NICKEL    |      8 |          152
 Brand#21   | ECONOMY BRUSHED TIN       |      8 |          152
 Brand#21   | ECONOMY BURNISHED BRASS   |     28 |          152
 Brand#21   | ECONOMY BURNISHED TIN     |     41 |          152
 Brand#21   | ECONOMY PLATED BRASS      |     38 |          152
 Brand#21   | ECONOMY PLATED TIN        |     45 |          152
 Brand#21   | LARGE ANODIZED BRASS      |     28 |          152
 Brand#21   | LARGE ANODIZED COPPER     |     41 |          152
 Brand#21   | LARGE ANODIZED STEEL      |     43 |          152
 Brand#21   | LARGE ANODIZED TIN        |     28 |          152
 Brand#21   | LARGE BRUSHED BRASS       |      8 |          152
 Brand#21   | LARGE BRUSHED BRASS       |     43 |          152
 Brand#21   | LARGE PLATED BRASS        |     12 |          152
 Brand#21   | LARGE PLATED NICKEL       |     28 |          152
 Brand#21   | LARGE PLATED TIN          |     12 |          152
 Brand#21   | LARGE POLISHED BRASS      |     30 |          152
 Brand#21   | MEDIUM BRUSHED BRASS      |     30 |          152
 Brand#21   | MEDIUM BRUSHED STEEL      |      8 |          152
 Brand#21   | MEDIUM BRUSHED TIN        |     38 |          152
 Brand#21   | PROMO ANODIZED BRASS      |     43 |          152
 Brand#21   | PROMO ANODIZED STEEL      |     30 |          152
 Brand#21   | PROMO ANODIZED TIN        |     45 |          152
 Brand#21   | PROMO BRUSHED STEEL       |     41 |          152
 Brand#21   | PROMO BRUSHED STEEL       |     43 |          152
 Brand#21   | PROMO BURNISHED NICKEL    |     45 |          152
 Brand#21   | PROMO BURNISHED TIN       |     12 |          152
 Brand#21   | PROMO BURNISHED TIN       |     41 |          152
 Brand#21   | PROMO POLISHED TIN        |     45 |          152
 Brand#21   | SMALL ANODIZED NICKEL     |      8 |          152
 Brand#21   | SMALL ANODIZED STEEL      |     43 |          152
 Brand#21   | SMALL BRUSHED BRASS       |     38 |          152
 Brand#21   | SMALL BRUSHED COPPER      |     43 |          152
 Brand#21   | SMALL BRUSHED NICKEL      |      8 |          152
 Brand#21   | SMALL BRUSHED TIN         |     28 |          152
 Brand#21   | SMALL BURNISHED BRASS     |      8 |          152
 Brand#21   | SMALL BURNISHED BRASS     |     12 |          152
 Brand#21   | SMALL BURNISHED BRASS     |     30 |          152
 Brand#21   | SMALL BURNISHED COPPER    |     45 |          152
 Brand#21   | SMALL BURNISHED TIN       |     28 |          152
 Brand#21   | SMALL POLISHED BRASS      |      8 |          152
 Brand#21   | SMALL POLISHED COPPER     |      8 |          152
 Brand#21   | SMALL POLISHED STEEL      |     45 |          152
 Brand#21   | STANDARD ANODIZED BRASS   |     41 |          152
 Brand#21   | STANDARD ANODIZED COPPER  |     41 |          152
 Brand#21   | STANDARD ANODIZED NICKEL  |     38 |          152
 Brand#21   | STANDARD ANODIZED STEEL   |     28 |          152
 Brand#21   | STANDARD ANODIZED STEEL   |     30 |          152
 Brand#21   | STANDARD BRUSHED COPPER   |     12 |          152
 Brand#21   | STANDARD BRUSHED COPPER   |     45 |          152
 Brand#21   | STANDARD BRUSHED NICKEL   |     30 |          152
 Brand#21   | STANDARD BRUSHED NICKEL   |     43 |          152
 Brand#21   | STANDARD BURNISHED COPPER |     45 |          152
 Brand#21   | STANDARD PLATED BRASS     |      8 |          152
 Brand#21   | STANDARD PLATED NICKEL    |     45 |          152
 Brand#21   | STANDARD PLATED TIN       |      8 |          152
 Brand#22   | ECONOMY ANODIZED BRASS    |     38 |          152
 Brand#22   | ECONOMY ANODIZED COPPER   |     43 |          152
 Brand#22   | ECONOMY BURNISHED STEEL   |     12 |          152
 Brand#22   | ECONOMY BURNISHED TIN     |      8 |          152
 Brand#22   | ECONOMY PLATED TIN        |     45 |          152
 Brand#22   | ECONOMY POLISHED BRASS    |     43 |          152
 Brand#22   | ECONOMY POLISHED NICKEL   |     38 |          152
 Brand#22   | ECONOMY POLISHED NICKEL   |     43 |          152
 Brand#22   | ECONOMY POLISHED STEEL    |     41 |          152
 Brand#22   | LARGE ANODIZED BRASS      |      8 |          152
 Brand#22   | LARGE ANODIZED BRASS      |     12 |          152
 Brand#22   | LARGE ANODIZED COPPER     |     45 |          152
 Brand#22   | LARGE ANODIZED NICKEL     |     12 |          152
 Brand#22   | LARGE ANODIZED TIN        |     30 |          152
 Brand#22   | LARGE BRUSHED COPPER      |     38 |          152
 Brand#22   | LARGE BRUSHED COPPER      |     41 |          152
 Brand#22   | LARGE BRUSHED STEEL       |      8 |          152
 Brand#22   | LARGE BRUSHED TIN         |     41 |          152
 Brand#22   | LARGE BURNISHED COPPER    |     45 |          152
 Brand#22   | LARGE PLATED NICKEL       |      8 |          152
 Brand#22   | LARGE PLATED TIN          |     43 |          152
 Brand#22   | LARGE POLISHED BRASS      |     38 |          152
 Brand#22   | LARGE POLISHED BRASS      |     43 |          152
 Brand#22   | LARGE POLISHED NICKEL     |     12 |          152
 Brand#22   | MEDIUM ANODIZED COPPER    |     28 |          152
 Brand#22   | MEDIUM ANODIZED TIN       |      8 |          152
 Brand#22   | MEDIUM BRUSHED COPPER     |     38 |          152
 Brand#22   | MEDIUM BRUSHED NICKEL     |      8 |          152
 Brand#22   | MEDIUM PLATED TIN         |     28 |          152
 Brand#22   | PROMO ANODIZED BRASS      |     41 |          152
 Brand#22   | PROMO ANODIZED COPPER     |     12 |          152
 Brand#22   | PROMO ANODIZED NICKEL     |     12 |          152
 Brand#22   | PROMO ANODIZED NICKEL     |     30 |          152
 Brand#22   | PROMO ANODIZED TIN        |     30 |          152
 Brand#22   | PROMO ANODIZED TIN        |     41 |          152
 Brand#22   | PROMO BRUSHED BRASS       |     30 |          152
 Brand#22   | PROMO BRUSHED NICKEL      |     41 |          152
 Brand#22   | PROMO BRUSHED TIN         |      8 |          152
 Brand#22   | PROMO BURNISHED BRASS     |     12 |          152
 Brand#22   | PROMO BURNISHED BRASS     |     28 |          152
 Brand#22   | PROMO BURNISHED BRASS     |     38 |          152
 Brand#22   | PROMO PLATED BRASS        |     28 |          152
 Brand#22   | PROMO PLATED NICKEL       |     38 |          152
 Brand#22   | PROMO POLISHED NICKEL     |     38 |          152
 Brand#22   | PROMO POLISHED STEEL      |     38 |          152
 Brand#22   | PROMO POLISHED STEEL      |     45 |          152
 Brand#22   | SMALL ANODIZED BRASS      |      8 |          152
 Brand#22   | SMALL ANODIZED NICKEL     |     41 |          152
 Brand#22   | SMALL BRUSHED NICKEL      |     30 |          152
 Brand#22   | SMALL BURNISHED TIN       |     28 |          152
 Brand#22   | SMALL POLISHED TIN        |     28 |          152
 Brand#22   | STANDARD ANODIZED TIN     |     43 |          152
 Brand#22   | STANDARD BRUSHED NICKEL   |     38 |          152
 Brand#22   | STANDARD BRUSHED STEEL    |     38 |          152
 Brand#22   | STANDARD BRUSHED STEEL    |     43 |          152
 Brand#22   | STANDARD BRUSHED STEEL    |     45 |          152
 Brand#22   | STANDARD BURNISHED STEEL  |     43 |          152
 Brand#22   | STANDARD BURNISHED TIN    |     38 |          152
 Brand#22   | STANDARD PLATED BRASS     |     28 |          152
 Brand#22   | STANDARD PLATED BRASS     |     41 |          152
 Brand#22   | STANDARD PLATED BRASS     |     43 |          152
 Brand#22   | STANDARD PLATED COPPER    |     43 |          152
 Brand#23   | ECONOMY ANODIZED BRASS    |     41 |          152
 Brand#23   | ECONOMY ANODIZED COPPER   |     30 |          152
 Brand#23   | ECONOMY BRUSHED TIN       |     12 |          152
 Brand#23   | ECONOMY BURNISHED BRASS   |     28 |          152
 Brand#23   | ECONOMY BURNISHED NICKEL  |     12 |          152
 Brand#23   | ECONOMY BURNISHED NICKEL  |     28 |          152
 Brand#23   | ECONOMY PLATED BRASS      |     45 |          152
 Brand#23   | ECONOMY PLATED TIN        |     12 |          152
 Brand#23   | ECONOMY POLISHED COPPER   |     45 |          152
 Brand#23   | LARGE BURNISHED COPPER    |     12 |          152
 Brand#23   | LARGE BURNISHED STEEL     |     41 |          152
 Brand#23   | LARGE BURNISHED TIN       |     12 |          152
 Brand#23   | LARGE PLATED COPPER       |      8 |          152
 Brand#23   | LARGE PLATED TIN          |     45 |          152
 Brand#23   | LARGE POLISHED BRASS      |     41 |          152
 Brand#23   | LARGE POLISHED NICKEL     |     45 |          152
 Brand#23   | MEDIUM ANODIZED NICKEL    |     38 |          152
 Brand#23   | MEDIUM BURNISHED COPPER   |     41 |          152
 Brand#23   | MEDIUM BURNISHED COPPER   |     43 |          152
 Brand#23   | MEDIUM BURNISHED NICKEL   |     41 |          152
 Brand#23   | MEDIUM BURNISHED STEEL    |     30 |          152
 Brand#23   | MEDIUM POLISHED BRASS     |     30 |          152
 Brand#23   | MEDIUM POLISHED COPPER    |     30 |          152
 Brand#23   | PROMO ANODIZED NICKEL     |     30 |          152
 Brand#23   | PROMO BRUSHED STEEL       |      8 |          152
 Brand#23   | PROMO BURNISHED BRASS     |     38 |          152
 Brand#23   | PROMO BURNISHED BRASS     |     41 |          152
 Brand#23   | PROMO BURNISHED NICKEL    |     12 |          152
 Brand#23   | PROMO PLATED STEEL        |     28 |          152
 Brand#23   | PROMO POLISHED STEEL      |     38 |          152
 Brand#23   | SMALL ANODIZED STEEL      |     28 |          152
 Brand#23   | SMALL BRUSHED STEEL       |     41 |          152
 Brand#23   | SMALL BURNISHED BRASS     |     41 |          152
 Brand#23   | SMALL BURNISHED COPPER    |     28 |          152
 Brand#23   | SMALL BURNISHED COPPER    |     38 |          152
 Brand#23   | SMALL PLATED BRASS        |     28 |          152
 Brand#23   | SMALL PLATED NICKEL       |     12 |          152
 Brand#23   | SMALL PLATED STEEL        |      8 |          152
 Brand#23   | SMALL POLISHED COPPER     |     43 |          152
 Brand#23   | SMALL POLISHED NICKEL     |     41 |          152
 Brand#23   | STANDARD BRUSHED BRASS    |     43 |          152
 Brand#23   | STANDARD BRUSHED COPPER   |     30 |          152
 Brand#23   | STANDARD BURNISHED COPPER |     38 |          152
 Brand#23   | STANDARD BURNISHED STEEL  |     30 |          152
 Brand#23   | STANDARD PLATED TIN       |      8 |          152
 Brand#24   | ECONOMY ANODIZED COPPER   |      8 |          152
 Brand#24   | ECONOMY ANODIZED TIN      |     41 |          152
 Brand#24   | ECONOMY BRUSHED BRASS     |     38 |          152
 Brand#24   | ECONOMY BRUSHED BRASS     |     43 |          152
 Brand#24   | ECONOMY BRUSHED TIN       |     30 |          152
 Brand#24   | ECONOMY BURNISHED BRASS   |     45 |          152
 Brand#24   | ECONOMY BURNISHED NICKEL  |     30 |          152
 Brand#24   | ECONOMY PLATED BRASS      |     30 |          152
 Brand#24   | ECONOMY POLISHED NICKEL   |     38 |          152
 Brand#24   | ECONOMY POLISHED TIN      |     28 |          152
 Brand#24   | LARGE ANODIZED BRASS      |     30 |          152
 Brand#24   | LARGE ANODIZED NICKEL     |     41 |          152
 Brand#24   | LARGE ANODIZED STEEL      |     28 |          152
 Brand#24   | LARGE ANODIZED TIN        |     43 |          152
 Brand#24   | LARGE BRUSHED BRASS       |     38 |          152
 Brand#24   | LARGE BRUSHED NICKEL      |      8 |          152
 Brand#24   | LARGE BRUSHED NICKEL      |     28 |          152
 Brand#24   | LARGE BRUSHED TIN         |     28 |          152
 Brand#24   | LARGE BRUSHED TIN         |     43 |          152
 Brand#24   | LARGE PLATED COPPER       |     12 |          152
 Brand#24   | LARGE POLISHED COPPER     |     45 |          152
 Brand#24   | MEDIUM BRUSHED BRASS      |     45 |          152
 Brand#24   | MEDIUM BRUSHED STEEL      |     45 |          152
 Brand#24   | MEDIUM BURNISHED BRASS    |     30 |          152
 Brand#24   | MEDIUM PLATED COPPER      |     43 |          152
 Brand#24   | MEDIUM PLATED NICKEL      |     30 |          152
 Brand#24   | MEDIUM POLISHED NICKEL    |     28 |          152
 Brand#24   | MEDIUM POLISHED NICKEL    |     30 |          152
 Brand#24   | PROMO ANODIZED BRASS      |     28 |          152
 Brand#24   | PROMO ANODIZED NICKEL     |     43 |          152
 Brand#24   | PROMO ANODIZED TIN        |     43 |          152
 Brand#24   | PROMO PLATED BRASS        |     41 |          152
 Brand#24   | PROMO PLATED COPPER       |     38 |          152
 Brand#24   | SMALL ANODIZED NICKEL     |     41 |          152
 Brand#24   | SMALL ANODIZED STEEL      |     41 |          152
 Brand#24   | SMALL BRUSHED BRASS       |      8 |          152
 Brand#24   | SMALL BRUSHED COPPER      |     12 |          152
 Brand#24   | SMALL BRUSHED NICKEL      |     30 |          152
 Brand#24   | SMALL BRUSHED STEEL       |      8 |          152
 Brand#24   | SMALL BRUSHED TIN         |     41 |          152
 Brand#24   | SMALL PLATED COPPER       |     43 |          152
 Brand#24   | SMALL PLATED NICKEL       |     43 |          152
 Brand#24   | SMALL PLATED STEEL        |     41 |          152
 Brand#24   | SMALL POLISHED BRASS      |     12 |          152
 Brand#24   | SMALL POLISHED COPPER     |      8 |          152
 Brand#24   | SMALL POLISHED NICKEL     |     41 |          152
 Brand#24   | SMALL POLISHED TIN        |     12 |          152
 Brand#24   | STANDARD ANODIZED STEEL   |      8 |          152
 Brand#24   | STANDARD BRUSHED BRASS    |     43 |          152
 Brand#24   | STANDARD BURNISHED BRASS  |     38 |          152
 Brand#24   | STANDARD BURNISHED NICKEL |      8 |          152
 Brand#24   | STANDARD BURNISHED NICKEL |     38 |          152
 Brand#24   | STANDARD PLATED BRASS     |     28 |          152
 Brand#24   | STANDARD PLATED BRASS     |     41 |          152
 Brand#24   | STANDARD PLATED TIN       |     41 |          152
 Brand#25   | ECONOMY ANODIZED COPPER   |     30 |          152
 Brand#25   | ECONOMY ANODIZED NICKEL   |     28 |          152
 Brand#25   | ECONOMY ANODIZED NICKEL   |     30 |          152
 Brand#25   | ECONOMY ANODIZED STEEL    |     41 |          152
 Brand#25   | ECONOMY BRUSHED BRASS     |     30 |          152
 Brand#25   | ECONOMY BRUSHED TIN       |     12 |          152
 Brand#25   | ECONOMY BURNISHED COPPER  |     12 |          152
 Brand#25   | ECONOMY PLATED NICKEL     |     30 |          152
 Brand#25   | ECONOMY POLISHED BRASS    |     43 |          152
 Brand#25   | ECONOMY POLISHED BRASS    |     45 |          152
 Brand#25   | ECONOMY POLISHED STEEL    |      8 |          152
 Brand#25   | LARGE ANODIZED BRASS      |      8 |          152
 Brand#25   | LARGE ANODIZED COPPER     |     38 |          152
 Brand#25   | LARGE ANODIZED TIN        |      8 |          152
 Brand#25   | LARGE BRUSHED NICKEL      |     30 |          152
 Brand#25   | LARGE BRUSHED STEEL       |     30 |          152
 Brand#25   | LARGE BRUSHED STEEL       |     43 |          152
 Brand#25   | LARGE PLATED COPPER       |      8 |          152
 Brand#25   | LARGE PLATED TIN          |     45 |          152
 Brand#25   | LARGE POLISHED BRASS      |     43 |          152
 Brand#25   | LARGE POLISHED COPPER     |     43 |          152
 Brand#25   | MEDIUM ANODIZED STEEL     |     41 |          152
 Brand#25   | MEDIUM BRUSHED BRASS      |     43 |          152
 Brand#25   | MEDIUM BRUSHED STEEL      |     38 |          152
 Brand#25   | MEDIUM POLISHED BRASS     |     43 |          152
 Brand#25   | MEDIUM POLISHED STEEL     |     41 |          152
 Brand#25   | PROMO ANODIZED COPPER     |      8 |          152
 Brand#25   | PROMO ANODIZED TIN        |      8 |          152
 Brand#25   | PROMO BURNISHED BRASS     |      8 |          152
 Brand#25   | PROMO BURNISHED COPPER    |     30 |          152
 Brand#25   | PROMO BURNISHED TIN       |      8 |          152
 Brand#25   | PROMO BURNISHED TIN       |     28 |          152
 Brand#25   | PROMO BURNISHED TIN       |     38 |          152
 Brand#25   | PROMO PLATED TIN          |      8 |          152
 Brand#25   | PROMO POLISHED COPPER     |     41 |          152
 Brand#25   | PROMO POLISHED NICKEL     |     12 |          152
 Brand#25   | PROMO POLISHED STEEL      |     45 |          152
 Brand#25   | SMALL ANODIZED BRASS      |     30 |          152
 Brand#25   | SMALL ANODIZED COPPER     |     30 |          152
 Brand#25   | SMALL ANODIZED NICKEL     |     41 |          152
 Brand#25   | SMALL BRUSHED BRASS       |     28 |          152
 Brand#25   | SMALL BRUSHED BRASS       |     30 |          152
 Brand#25   | SMALL BRUSHED NICKEL      |     30 |          152
 Brand#25   | SMALL BRUSHED NICKEL      |     38 |          152
 Brand#25   | SMALL PLATED BRASS        |      8 |          152
 Brand#25   | SMALL PLATED NICKEL       |     38 |          152
 Brand#25   | SMALL PLATED STEEL        |     38 |          152
 Brand#25   | SMALL PLATED TIN          |     30 |          152
 Brand#25   | SMALL PLATED TIN          |     41 |          152
 Brand#25   | SMALL POLISHED BRASS      |     43 |          152
 Brand#25   | SMALL POLISHED NICKEL     |     41 |          152
 Brand#25   | STANDARD ANODIZED BRASS   |     45 |          152
 Brand#25   | STANDARD ANODIZED COPPER  |     28 |          152
 Brand#25   | STANDARD BRUSHED BRASS    |     28 |          152
 Brand#25   | STANDARD BRUSHED TIN      |     41 |          152
 Brand#25   | STANDARD BURNISHED NICKEL |     45 |          152
 Brand#25   | STANDARD PLATED BRASS     |     38 |          152
 Brand#25   | STANDARD PLATED STEEL     |     43 |          152
 Brand#25   | STANDARD PLATED TIN       |     28 |          152
 Brand#31   | ECONOMY ANODIZED BRASS    |     45 |          152
 Brand#31   | ECONOMY ANODIZED COPPER   |     38 |          152
 Brand#31   | ECONOMY ANODIZED STEEL    |     12 |          152
 Brand#31   | ECONOMY BRUSHED BRASS     |     30 |          152
 Brand#31   | ECONOMY BRUSHED NICKEL    |      8 |          152
 Brand#31   | ECONOMY BRUSHED TIN       |     12 |          152
 Brand#31   | ECONOMY BURNISHED STEEL   |     28 |          152
 Brand#31   | ECONOMY BURNISHED STEEL   |     30 |          152
 Brand#31   | ECONOMY BURNISHED TIN     |     12 |          152
 Brand#31   | ECONOMY PLATED BRASS      |     38 |          152
 Brand#31   | ECONOMY PLATED BRASS      |     43 |          152
 Brand#31   | ECONOMY PLATED STEEL      |     41 |          152
 Brand#31   | ECONOMY POLISHED COPPER   |     43 |          152
 Brand#31   | ECONOMY POLISHED TIN      |     41 |          152
 Brand#31   | LARGE ANODIZED COPPER     |     28 |          152
 Brand#31   | LARGE ANODIZED STEEL      |     43 |          152
 Brand#31   | LARGE BRUSHED BRASS       |     38 |          152
 Brand#31   | LARGE BRUSHED STEEL       |     38 |          152
 Brand#31   | LARGE BURNISHED BRASS     |     45 |          152
 Brand#31   | LARGE BURNISHED STEEL     |     43 |          152
 Brand#31   | LARGE PLATED BRASS        |     28 |          152
 Brand#31   | LARGE PLATED STEEL        |      8 |          152
 Brand#31   | LARGE POLISHED TIN        |     43 |          152
 Brand#31   | MEDIUM ANODIZED BRASS     |     38 |          152
 Brand#31   | MEDIUM ANODIZED COPPER    |     12 |          152
 Brand#31   | MEDIUM ANODIZED COPPER    |     28 |          152
 Brand#31   | MEDIUM ANODIZED STEEL     |     30 |          152
 Brand#31   | MEDIUM ANODIZED TIN       |     38 |          152
 Brand#31   | MEDIUM ANODIZED TIN       |     41 |          152
 Brand#31   | MEDIUM BRUSHED COPPER     |      8 |          152
 Brand#31   | MEDIUM BRUSHED COPPER     |     28 |          152
 Brand#31   | MEDIUM PLATED BRASS       |     30 |          152
 Brand#31   | MEDIUM PLATED COPPER      |     28 |          152
 Brand#31   | MEDIUM POLISHED NICKEL    |     12 |          152
 Brand#31   | PROMO ANODIZED BRASS      |     43 |          152
 Brand#31   | PROMO ANODIZED COPPER     |     43 |          152
 Brand#31   | PROMO BRUSHED NICKEL      |     45 |          152
 Brand#31   | PROMO BURNISHED NICKEL    |     28 |          152
 Brand#31   | PROMO BURNISHED TIN       |     28 |          152
 Brand#31   | PROMO PLATED STEEL        |      8 |          152
 Brand#31   | PROMO PLATED TIN          |     38 |          152
 Brand#31   | PROMO PLATED TIN          |     41 |          152
 Brand#31   | SMALL ANODIZED STEEL      |      8 |          152
 Brand#31   | SMALL ANODIZED TIN        |     41 |          152
 Brand#31   | SMALL BRUSHED BRASS       |     43 |          152
 Brand#31   | SMALL BURNISHED BRASS     |     45 |          152
 Brand#31   | SMALL BURNISHED TIN       |     12 |          152
 Brand#31   | SMALL PLATED NICKEL       |     30 |          152
 Brand#31   | SMALL PLATED STEEL        |     45 |          152
 Brand#31   | SMALL POLISHED BRASS      |     41 |          152
 Brand#31   | SMALL POLISHED COPPER     |     45 |          152
 Brand#31   | SMALL POLISHED STEEL      |     41 |          152
 Brand#31   | STANDARD ANODIZED COPPER  |     45 |          152
 Brand#31   | STANDARD BRUSHED BRASS    |     28 |          152
 Brand#31   | STANDARD BRUSHED NICKEL   |     43 |          152
 Brand#31   | STANDARD BRUSHED NICKEL   |     45 |          152
 Brand#31   | STANDARD BURNISHED TIN    |     12 |          152
 Brand#31   | STANDARD PLATED BRASS     |     45 |          152
 Brand#31   | STANDARD PLATED STEEL     |     43 |          152
 Brand#31   | STANDARD PLATED TIN       |     28 |          152
 Brand#32   | ECONOMY BRUSHED BRASS     |     38 |          152
 Brand#32   | ECONOMY BRUSHED NICKEL    |     41 |          152
 Brand#32   | ECONOMY BRUSHED STEEL     |     28 |          152
 Brand#32   | ECONOMY BRUSHED STEEL     |     38 |          152
 Brand#32   | ECONOMY BRUSHED TIN       |     12 |          152
 Brand#32   | ECONOMY BURNISHED BRASS   |     12 |          152
 Brand#32   | ECONOMY BURNISHED NICKEL  |     12 |          152
 Brand#32   | ECONOMY BURNISHED STEEL   |     43 |          152
 Brand#32   | ECONOMY PLATED COPPER     |     38 |          152
 Brand#32   | ECONOMY PLATED TIN        |     43 |          152
 Brand#32   | LARGE ANODIZED NICKEL     |     28 |          152
 Brand#32   | LARGE ANODIZED STEEL      |     28 |          152
 Brand#32   | LARGE BRUSHED NICKEL      |     38 |          152
 Brand#32   | LARGE BRUSHED TIN         |     38 |          152
 Brand#32   | LARGE PLATED BRASS        |     38 |          152
 Brand#32   | LARGE PLATED COPPER       |      8 |          152
 Brand#32   | LARGE PLATED STEEL        |     41 |          152
 Brand#32   | MEDIUM ANODIZED TIN       |      8 |          152
 Brand#32   | MEDIUM BRUSHED NICKEL     |     30 |          152
 Brand#32   | MEDIUM BURNISHED BRASS    |     43 |          152
 Brand#32   | MEDIUM BURNISHED NICKEL   |     41 |          152
 Brand#32   | MEDIUM POLISHED COPPER    |     43 |          152
 Brand#32   | PROMO ANODIZED NICKEL     |      8 |          152
 Brand#32   | PROMO ANODIZED TIN        |     41 |          152
 Brand#32   | PROMO BRUSHED COPPER      |     43 |          152
 Brand#32   | PROMO BRUSHED STEEL       |     45 |          152
 Brand#32   | PROMO BRUSHED TIN         |     38 |          152
 Brand#32   | PROMO BURNISHED TIN       |     30 |          152
 Brand#32   | PROMO PLATED BRASS        |     28 |          152
 Brand#32   | PROMO PLATED BRASS        |     41 |          152
 Brand#32   | PROMO PLATED STEEL        |     45 |          152
 Brand#32   | PROMO POLISHED BRASS      |     28 |          152
 Brand#32   | PROMO POLISHED NICKEL     |     28 |          152
 Brand#32   | PROMO POLISHED NICKEL     |     30 |          152
 Brand#32   | PROMO POLISHED STEEL      |      8 |          152
 Brand#32   | PROMO POLISHED TIN        |     38 |          152
 Brand#32   | SMALL ANODIZED BRASS      |     45 |          152
 Brand#32   | SMALL ANODIZED COPPER     |     43 |          152
 Brand#32   | SMALL ANODIZED TIN        |     43 |          152
 Brand#32   | SMALL BRUSHED BRASS       |     12 |          152
 Brand#32   | SMALL BRUSHED BRASS       |     38 |          152
 Brand#32   | SMALL BRUSHED COPPER      |     45 |          152
 Brand#32   | SMALL BRUSHED STEEL       |     41 |          152
 Brand#32   | SMALL PLATED COPPER       |     38 |          152
 Brand#32   | SMALL PLATED STEEL        |     45 |          152
 Brand#32   | SMALL PLATED TIN          |     28 |          152
 Brand#32   | SMALL POLISHED TIN        |     43 |          152
 Brand#32   | STANDARD ANODIZED BRASS   |      8 |          152
 Brand#32   | STANDARD ANODIZED BRASS   |     30 |          152
 Brand#32   | STANDARD ANODIZED NICKEL  |     41 |          152
 Brand#32   | STANDARD ANODIZED TIN     |     12 |          152
